artist;artistIds;asciiName;attractionLights;availability;boosterTypes;borderColor;cardParts;colorIdentity;colorIndicator;colors;defense;duelDeck;edhrecRank;edhrecSaltiness;faceConvertedManaCost;faceFlavorName;faceManaValue;faceName;finishes;flavorName;flavorText;frameEffects;frameVersion;hand;hasAlternativeDeckLimit;hasContentWarning;hasFoil;hasNonFoil;isAlternative;isFullArt;isFunny;isOnlineOnly;isOversized;isPromo;isRebalanced;isReprint;isReserved;isStarter;isStorySpotlight;isTextless;isTimeshifted;keywords;language;layout;leadershipSkills;life;loyalty;manaCost;manaValue;name;number;originalPrintings;originalReleaseDate;originalText;originalType;otherFaceIds;power;printings;promoTypes;rarity;rebalancedPrintings;relatedCards;securityStamp;setCode;side;signature;subsets;subtypes;supertypes;text;toughness;type;types;uuid;variations;watermark
Carl Critchlow;17948f16-611a-44b8-8d10-9895a0bdfff1;;;mtgo, paper;default;black;;W;;W;;;6933.0;;;;;;foil;;Wars are won with strength, valor, and numbers—especially numbers.;;2003;;;;1;0;;;;;;;;1.0;;;;;;;English;normal;;;;{2}{W};3.0;Mobilization;29★;;;;;;;10E, C14, ONS;;rare;;;;10E;;;;;;Soldier creatures have vigilance.\n{2}{W}: Create a 1/1 white Soldier creature token.;;Enchantment;Enchantment;1afcbee1-1310-5144-86ea-e7bf0fb34d2b;7f1bea50-20c0-51b3-8b2a-ac60f5d31133;
Darrell Riche;262c8e55-4efc-467b-a042-6f734b9d2e01;;;mtgo, paper;default;black;;W;;W;;;8405.0;0.05;;;;;nonfoil;;On the wild steppes, history vanishes in the dust. Only the mythmakers remain to say what was, and is, and will be.;;2003;;;;0;1;;;;;;;;1.0;;;;;;;English;normal;;;;{2}{W};3.0;Nomad Mythmaker;30;;;{W}, {T}: Put target Aura card in a graveyard into play attached to a creature you control. (You control that Aura.);Creature - Human Nomad Cleric;;2;10E, JUD;;rare;;;;10E;;;;Human, Nomad, Cleric;;{W}, {T}: Put target Aura card from a graveyard onto the battlefield under your control attached to a creature you control.;2;Creature — Human Nomad Cleric;Creature;5d53a06b-68a0-5d1a-a1a5-a676f16c23dd;ac19e0e0-6d8e-55ad-a7a9-68fd6032eaab;
Darrell Riche;262c8e55-4efc-467b-a042-6f734b9d2e01;;;mtgo, paper;default;black;;W;;W;;;8405.0;0.05;;;;;foil;;On the wild steppes, history vanishes in the dust. Only the mythmakers remain to say what was, and is, and will be.;;2003;;;;1;0;;;;;;;;1.0;;;;;;;English;normal;;;;{2}{W};3.0;Nomad Mythmaker;30★;;;;;;2;10E, JUD;;rare;;;;10E;;;;Human, Nomad, Cleric;;{W}, {T}: Put target Aura card from a graveyard onto the battlefield under your control attached to a creature you control.;2;Creature — Human Nomad Cleric;Creature;ac19e0e0-6d8e-55ad-a7a9-68fd6032eaab;5d53a06b-68a0-5d1a-a1a5-a676f16c23dd;
Robert Bliss;df700ada-8491-4072-a261-e12b3225986d;;;mtgo, paper;default;black;;W;;W;;;4462.0;0.27;;;;;nonfoil;;For the first time in his life, Grakk felt a little warm and fuzzy inside.;;2003;;;;0;1;;;;;;;;1.0;;;;;;Enchant;English;normal;;;;{1}{W};2.0;Pacifism;31;;;Enchant creature (Target a creature as you play this. This card comes into play attached to that creature.)\nEnchanted creature can't attack or block.;Enchantment - Aura;;;10E, 6ED, 7ED, 8ED, 9ED, A25, ANB, ATH, BBD, BRB, DDC, DMR, DTK, DVD, EMA, IKO, JMP, M10, M11, M12, M13, M14, M20, MB1, MIR, ONS, PS11, PSAL, TMP, TPR, USG, WC04;;common;;;;10E;;;;Aura;;Enchant creature\nEnchanted creature can't attack or block.;;Enchantment — Aura;Enchantment;26fc6830-a092-5e24-9b58-97f4c38f3e7c;b1e43df0-d501-5297-9cb4-c84d2a76945d;
Robert Bliss;df700ada-8491-4072-a261-e12b3225986d;;;mtgo, paper;default;black;;W;;W;;;4462.0;0.27;;;;;foil;;For the first time in his life, Grakk felt a little warm and fuzzy inside.;;2003;;;;1;0;;;;;;;;1.0;;;;;;Enchant;English;normal;;;;{1}{W};2.0;Pacifism;31★;;;;;;;10E, 6ED, 7ED, 8ED, 9ED, A25, ANB, ATH, BBD, BRB, DDC, DMR, DTK, DVD, EMA, IKO, JMP, M10, M11, M12, M13, M14, M20, MB1, MIR, ONS, PS11, PSAL, TMP, TPR, USG, WC04;;common;;;;10E;;;;Aura;;Enchant creature\nEnchanted creature can't attack or block.;;Enchantment — Aura;Enchantment;b1e43df0-d501-5297-9cb4-c84d2a76945d;26fc6830-a092-5e24-9b58-97f4c38f3e7c;
Dave Kendall;8a5540a8-18c9-4fa9-802c-59d6866114d5;;;mtgo, paper;default;black;;W;;W;;;15470.0;0.1;;;;;nonfoil;;;;2003;;;;0;1;;;;;;;;1.0;;;;;;First strike, Protection;English;normal;;;;{1}{W}{W};3.0;Paladin en-Vec;32;;;First strike, protection from black, protection from red (This creature deals combat damage before creatures without first strike. It can't be blocked, targeted, dealt damage, or enchanted by anything black or red.);Creature - Human Knight;;2;10E, 9ED, EXO, PLIST, TPR, WC98;;rare;;;;10E;;;;Human, Knight;;First strike, protection from black and from red (This creature deals combat damage before creatures without first strike. It can't be blocked, targeted, dealt damage, or enchanted by anything black or red.);2;Creature — Human Knight;Creature;214dbfe9-0f16-5b6b-be30-8771192a89ec;08a671f0-ea90-531e-bbeb-c00793a57672;
Dave Kendall;8a5540a8-18c9-4fa9-802c-59d6866114d5;;;mtgo, paper;default;black;;W;;W;;;15470.0;0.1;;;;;foil;;"""I do not consider myself a hero. I know only what the Vec teach: justice must always be served and corruption must always be opposed.""";;2003;;;;1;0;;;;;;;;1.0;;;;;;First strike, Protection;English;normal;;;;{1}{W}{W};3.0;Paladin en-Vec;32★;;;;;;2;10E, 9ED, EXO, PLIST, TPR, WC98;;rare;;;;10E;;;;Human, Knight;;First strike, protection from black and from red (This creature deals combat damage before creatures without first strike. It can't be blocked, targeted, dealt damage, or enchanted by anything black or red.);2;Creature — Human Knight;Creature;08a671f0-ea90-531e-bbeb-c00793a57672;214dbfe9-0f16-5b6b-be30-8771192a89ec;
Jon J Muth;32e6b862-3f86-4408-a351-fe4edef5e7b2;;;mtgo, paper;default;black;;W;;W;;;3985.0;0.24;;;;;nonfoil;;;;2003;;;;0;1;;;;;;;;1.0;;;;;;Enchant;English;normal;;;;{2}{W};3.0;Pariah;33;;;Enchant creature (Target a creature as you play this. This card comes into play attached to that creature.)\nAll damage that would be dealt to you is dealt to enchanted creature instead.;Enchantment - Aura;;;10E, 7ED, CN2, PS11, USG;;rare;;;;10E;;;;Aura;;Enchant creature\nAll damage that would be dealt to you is dealt to enchanted creature instead.;;Enchantment — Aura;Enchantment;7dff9ddf-213e-593d-a007-a72cf6ff925e;9f315280-5d52-5dea-a679-a2d97386907e;
Jon J Muth;32e6b862-3f86-4408-a351-fe4edef5e7b2;;;mtgo, paper;default;black;;W;;W;;;3985.0;0.24;;;;;foil;;"""Why would I consider penance for my actions when I have so many subjects willing to do it for me?""\n—Lord Konda";;2003;;;;1;0;;;;;;;;1.0;;;;;;Enchant;English;normal;;;;{2}{W};3.0;Pariah;33★;;;;;;;10E, 7ED, CN2, PS11, USG;;rare;;;;10E;;;;Aura;;Enchant creature\nAll damage that would be dealt to you is dealt to enchanted creature instead.;;Enchantment — Aura;Enchantment;9f315280-5d52-5dea-a679-a2d97386907e;7dff9ddf-213e-593d-a007-a72cf6ff925e;
D. Alexander Gregory;38433e15-f0f5-4223-a985-2d13c4aa0922;;;mtgo, paper;default;black;;W;;W;;;18132.0;0.05;;;;;nonfoil, foil;;Samite healers never mix their pungent elixir with sweetener or tea. The threat of a second dose is enough to get most warriors back on their feet.;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{2}{W};3.0;Reviving Dose;34;;;You gain 3 life.\nDraw a card.;Instant;;;10E, CN2, INV, MB1;;common;;;;10E;;;;;;You gain 3 life.\nDraw a card.;;Instant;Instant;39b50224-8305-56dd-9849-09deecb07d20;;
Matthew D. Wilson;4fbafd13-0cf9-42a1-870d-7f8ea276f140;;;mtgo, paper;default;black;;W;;W;;;2633.0;0.25;;;;;nonfoil;;"""You have not died until I consent.""";;2003;;;;0;1;;;;;;;;1.0;;;;;;Flying;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{6}{W}{W}{W};9.0;Reya Dawnbringer;35;;;Flying (This creature can't be blocked except by creatures with flying or reach.)\nAt the beginning of your upkeep, you may return target creature card from your graveyard to play.;Legendary Creature - Angel;;4;10E, CNS, DDC, DVD, INV, P10E, PRM, PZ1, UMA;;rare;;;;10E;;;;Angel;Legendary;Flying\nAt the beginning of your upkeep, you may return target creature card from your graveyard to the battlefield.;6;Legendary Creature — Angel;Creature;6028cab2-0478-584b-a880-8174a88eb188;341f9c8d-a838-58f9-933b-094c8d889a88;
Matthew D. Wilson;4fbafd13-0cf9-42a1-870d-7f8ea276f140;;;mtgo, paper;default;black;;W;;W;;;2633.0;0.25;;;;;foil;;"""You have not died until I consent.""";;2003;;;;1;0;;;;;;;;1.0;;;;;;Flying;English;normal;{'brawl': False, 'commander': True, 'oathbreaker': False};;;{6}{W}{W}{W};9.0;Reya Dawnbringer;35★;;;;;;4;10E, CNS, DDC, DVD, INV, P10E, PRM, PZ1, UMA;;rare;;;;10E;;;;Angel;Legendary;Flying\nAt the beginning of your upkeep, you may return target creature card from your graveyard to the battlefield.;6;Legendary Creature — Angel;Creature;341f9c8d-a838-58f9-933b-094c8d889a88;6028cab2-0478-584b-a880-8174a88eb188;
Wayne England;62dc90c0-4bc2-4d42-ad76-59cad9243566;;;mtgo, paper;default;black;;W;;W;;;12666.0;0.13;;;;;nonfoil, foil;;Sometimes the greatest strength is the strength of conviction.;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{W};1.0;Righteousness;36;;;Target blocking creature gets +7/+7 until end of turn.;Instant;;;10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 9ED, CED, CEI, DDL, ELD, FBB, J22, LEA, LEB, M10, SUM;;rare;;;;10E;;;;;;Target blocking creature gets +7/+7 until end of turn.;;Instant;Instant;9a14261a-b567-5429-a5ca-a913e15d8bf7;;
Scott M. Fischer;23b0cf43-3e43-44c6-8329-96446eca5bce;;;mtgo, paper;default;black;;W;;W;;;1497.0;1.53;;;;;nonfoil, foil;;Appointed by the kha himself, members of the tribunal ensure all disputes are settled with the utmost fairness.;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{2}{W};3.0;Rule of Law;37;;;Each player can't play more than one spell each turn.;Enchantment;;;10E, M20, MRD;;uncommon;;;;10E;;;;;;Each player can't cast more than one spell each turn.;;Enchantment;Enchantment;eee00aa2-c730-5ff1-84a9-51d95a9fe180;;
Anson Maddocks;634430a7-b5c3-4e4a-b2ac-164e084e47c9;;;mtgo, paper;default;black;;W;;W;;;22432.0;;;;;;nonfoil, foil;;Healers ultimately acquire the divine gifts of spiritual and physical wholeness. The most devout are also granted the ability to pass physical wholeness on to others.;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{W};2.0;Samite Healer;38;;;{T}: Prevent the next 1 damage that would be dealt to target creature or player this turn.;Creature - Human Cleric;;1;10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, ATH, CED, CEI, FBB, LEA, LEB, SUM;;common;;;;10E;;;;Human, Cleric;;{T}: Prevent the next 1 damage that would be dealt to any target this turn.;1;Creature — Human Cleric;Creature;a2be2e9b-5211-53e6-ac6a-abd65dbcac1d;;
Greg Staples;93d65564-bf00-447b-8406-e2031f03b6b1;;;mtgo, paper;default;black;;W;;W;;;8753.0;;;;;;nonfoil;;Her sword sings more beautifully than any choir.;;2003;;;;0;1;;;;;;;;1.0;;;;;;Flying, Vigilance;English;normal;;;;{3}{W}{W};5.0;Serra Angel;39;;;Flying, vigilance (This creature can't be blocked except by creatures with flying or reach, and attacking doesn't cause this creature to tap.);Creature - Angel;;4;10E, 2ED, 30A, 3ED, 4BB, 4ED, 7ED, 8ED, 9ED, ANB, ATH, CED, CEI, CMA, CMD, DDC, DMR, DOM, DVD, EMA, FBB, GN3, GNT, IMA, JMP, LEA, LEB, M10, M11, M12, M13, M14, M15, ME4, O90P, OANA, ORI, P30A, P30H, PDOM, PRM, PS11, PTC, PWOS, SUM, V15, W16, W17;;rare;;;;10E;;;;Angel;;Flying, vigilance;4;Creature — Angel;Creature;be665b02-1cf2-50c6-8861-85da921bc853;b2f56602-e85a-588f-a4be-40b6e56f44f7;
Greg Staples;93d65564-bf00-447b-8406-e2031f03b6b1;;;mtgo, paper;default;black;;W;;W;;;8753.0;;;;;;foil;;Her sword sings more beautifully than any choir.;;2003;;;;1;0;;;;;;;;1.0;;;;;;Flying, Vigilance;English;normal;;;;{3}{W}{W};5.0;Serra Angel;39★;;;;;;4;10E, 2ED, 30A, 3ED, 4BB, 4ED, 7ED, 8ED, 9ED, ANB, ATH, CED, CEI, CMA, CMD, DDC, DMR, DOM, DVD, EMA, FBB, GN3, GNT, IMA, JMP, LEA, LEB, M10, M11, M12, M13, M14, M15, ME4, O90P, OANA, ORI, P30A, P30H, PDOM, PRM, PS11, PTC, PWOS, SUM, V15, W16, W17;;rare;;;;10E;;;;Angel;;Flying, vigilance;4;Creature — Angel;Creature;b2f56602-e85a-588f-a4be-40b6e56f44f7;be665b02-1cf2-50c6-8861-85da921bc853;
Zoltan Boros & Gabor Szikszai;1885e6cb-c827-4896-994e-3d0a027d602f, 44c3877f-8771-43dc-9e40-f4c765f59d2e;;;mtgo, paper;default;black;;W;;W;;;13965.0;;;;;;nonfoil;;;;2003;;;;0;1;;;;;;;;1.0;;;;;;Enchant;English;normal;;;;{2}{W}{W};4.0;Serra's Embrace;40;;;Enchant creature (Target a creature as you play this. This card comes into play attached to that creature.)\nEnchanted creature gets +2/+2 and has flying and vigilance. (It can't be blocked except by creatures with flying or reach, and attacking doesn't cause it to tap.);Enchantment - Aura;;;10E, 7ED, DDC, DVD, MB1, PS11, USG;;uncommon;;;;10E;;;;Aura;;Enchant creature\nEnchanted creature gets +2/+2 and has flying and vigilance.;;Enchantment — Aura;Enchantment;fe9187fa-cd14-5618-9a62-bcf18b523d84;dc219ada-64b4-5846-9840-e49986109aa9;
Zoltan Boros & Gabor Szikszai;1885e6cb-c827-4896-994e-3d0a027d602f, 44c3877f-8771-43dc-9e40-f4c765f59d2e;;;mtgo, paper;default;black;;W;;W;;;13965.0;;;;;;foil;;The touch of Serra's angels bears hopes aloft and empowers noble causes.;;2003;;;;1;0;;;;;;;;1.0;;;;;;Enchant;English;normal;;;;{2}{W}{W};4.0;Serra's Embrace;40★;;;;;;;10E, 7ED, DDC, DVD, MB1, PS11, USG;;uncommon;;;;10E;;;;Aura;;Enchant creature\nEnchanted creature gets +2/+2 and has flying and vigilance.;;Enchantment — Aura;Enchantment;dc219ada-64b4-5846-9840-e49986109aa9;fe9187fa-cd14-5618-9a62-bcf18b523d84;
Matt Cavotta;2e6a0611-9411-4ba4-98e3-c0e18cbf9f83;;;mtgo, paper;default;black;;W;;W;;;17022.0;0.13;;;;;nonfoil;;"""We leonin have come to rule the plains by taking to the skies.""\n—Raksha Golden Cub";;2003;;;;0;1;;;;;;;;1.0;;;;;;First strike, Flying;English;normal;;;;{2}{W}{W};4.0;Skyhunter Patrol;41;;;Flying, first strike (This creature can't be blocked except by creatures with flying or reach, and it deals combat damage before creatures without first strike.);Creature - Cat Knight;;2;10E, DDG, J22, MRD, PSAL;;common;;;;10E;;;;Cat, Knight;;Flying, first strike (This creature can't be blocked except by creatures with flying or reach, and it deals combat damage before creatures without first strike.);3;Creature — Cat Knight;Creature;db398a18-0d81-50ba-bc86-a7de52a1be7f;db62961f-51de-569a-bfd8-b3f82abf1b18;
Matt Cavotta;2e6a0611-9411-4ba4-98e3-c0e18cbf9f83;;;mtgo, paper;default;black;;W;;W;;;17022.0;0.13;;;;;foil;;"""We leonin have come to rule the plains by taking to the skies.""\n—Raksha Golden Cub";;2003;;;;1;0;;;;;;;;1.0;;;;;;First strike, Flying;English;normal;;;;{2}{W}{W};4.0;Skyhunter Patrol;41★;;;;;;2;10E, DDG, J22, MRD, PSAL;;common;;;;10E;;;;Cat, Knight;;Flying, first strike (This creature can't be blocked except by creatures with flying or reach, and it deals combat damage before creatures without first strike.);3;Creature — Cat Knight;Creature;db62961f-51de-569a-bfd8-b3f82abf1b18;db398a18-0d81-50ba-bc86-a7de52a1be7f;
Vance Kovacs;b5516011-4722-4fc8-8542-102cecc52b71;;;mtgo, paper;default;black;;W;;W;;;16899.0;0.25;;;;;nonfoil;;As tireless as her mount, a skyhunter's vigil is measured in days.;;2003;;;;0;1;;;;;;;;1.0;;;;;;Flying, Vigilance;English;normal;;;;{2}{W};3.0;Skyhunter Prowler;42;;;Flying, vigilance (This creature can't be blocked except by creatures with flying or reach, and attacking doesn't cause this creature to tap.);Creature - Cat Knight;;1;10E, 5DN, 9ED, J22;;common;;;;10E;;;;Cat, Knight;;Flying, vigilance (This creature can't be blocked except by creatures with flying or reach, and attacking doesn't cause this creature to tap.);3;Creature — Cat Knight;Creature;66993685-84dd-5143-9454-8a4028d10a6a;5e670818-f7b1-52a6-bc6f-c9eccb8ce3ef;
Vance Kovacs;b5516011-4722-4fc8-8542-102cecc52b71;;;mtgo, paper;default;black;;W;;W;;;16899.0;0.25;;;;;foil;;As tireless as her mount, a skyhunter's vigil is measured in days.;;2003;;;;1;0;;;;;;;;1.0;;;;;;Flying, Vigilance;English;normal;;;;{2}{W};3.0;Skyhunter Prowler;42★;;;;;;1;10E, 5DN, 9ED, J22;;common;;;;10E;;;;Cat, Knight;;Flying, vigilance (This creature can't be blocked except by creatures with flying or reach, and attacking doesn't cause this creature to tap.);3;Creature — Cat Knight;Creature;5e670818-f7b1-52a6-bc6f-c9eccb8ce3ef;66993685-84dd-5143-9454-8a4028d10a6a;
Greg Staples;93d65564-bf00-447b-8406-e2031f03b6b1;;;mtgo, paper;default;black;;W;;W;;;7585.0;0.07;;;;;nonfoil;;;;2003;;;;0;1;;;;;;;;1.0;;;;;;Double strike, Flying;English;normal;;;;{1}{W}{W};3.0;Skyhunter Skirmisher;43;;;Flying, double strike (This creature can't be blocked except by creatures with flying or reach, and it deals both first-strike and regular combat damage.);Creature - Cat Knight;;1;10E, 5DN, C14, MB1, MM2, PS11, PSAL;;uncommon;;;;10E;;;;Cat, Knight;;Flying, double strike;1;Creature — Cat Knight;Creature;261c0ce9-13d9-58e2-922b-d4068ff4d743;0bd58de8-5807-55d0-a5ad-ebe42f2f1ebc;
Greg Staples;93d65564-bf00-447b-8406-e2031f03b6b1;;;mtgo, paper;default;black;;W;;W;;;7585.0;0.07;;;;;foil;;"""Take the deadly grace and strength of the leonin, combined with a pteron mount capable of rending a foe in two and armed with notched steel. That is a skyhunter—and why Taj-Nar has never fallen.""\n—Raksha Golden Cub";;2003;;;;1;0;;;;;;;;1.0;;;;;;Double strike, Flying;English;normal;;;;{1}{W}{W};3.0;Skyhunter Skirmisher;43★;;;;;;1;10E, 5DN, C14, MB1, MM2, PS11, PSAL;;uncommon;;;;10E;;;;Cat, Knight;;Flying, double strike;1;Creature — Cat Knight;Creature;0bd58de8-5807-55d0-a5ad-ebe42f2f1ebc;261c0ce9-13d9-58e2-922b-d4068ff4d743;
Randy Gallegos;a5048cc7-438a-4378-98e4-da99b78e1db0;;;mtgo, paper;default;black;;W;;W;;;584.0;0.32;;;;;nonfoil, foil;;Count carefully the souls and see that none are lost.\n—Vec teaching;;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{W};1.0;Soul Warden;44;;;Whenever another creature comes into play, you gain 1 life.;Creature - Human Cleric;;1;10E, 9ED, BRB, EXO, HA1, HOP, M10, MB1, MD1, MM3, PSAL, WC98;;uncommon;;;;10E;;;;Human, Cleric;;Whenever another creature enters the battlefield, you gain 1 life.;1;Creature — Human Cleric;Creature;bcc70712-566e-5a6f-8d73-f1ab87c57454;;
Kev Walker;f366a0ee-a0cd-466d-ba6a-90058c7a31a6;;;mtgo, paper;default;black;;W;;W;;;6115.0;0.4;;;;;nonfoil;;;;2003;;;;0;1;;;;;;;;1.0;;;;;;Enchant;English;normal;;;;{W};1.0;Spirit Link;45;;;Enchant creature (Target a creature as you play this. This card comes into play attached to that creature.)\nWhenever enchanted creature deals damage, you gain that much life.;Enchantment - Aura;;;10E, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, DMR, LEG, PSAL, REN, WC98;;uncommon;;;;10E;;;;Aura;;Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\nWhenever enchanted creature deals damage, you gain that much life.;;Enchantment — Aura;Enchantment;a563f008-ed9f-5fc4-b6aa-1e68d63cb814;0da4a2a0-4d13-5c8a-bdff-12b67070798e;
Kev Walker;f366a0ee-a0cd-466d-ba6a-90058c7a31a6;;;mtgo, paper;default;black;;W;;W;;;6115.0;0.4;;;;;foil;;"""We are all inextricably linked, souls woven in tapestry.""";;2003;;;;1;0;;;;;;;;1.0;;;;;;Enchant;English;normal;;;;{W};1.0;Spirit Link;45★;;;;;;;10E, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, DMR, LEG, PSAL, REN, WC98;;uncommon;;;;10E;;;;Aura;;Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)\nWhenever enchanted creature deals damage, you gain that much life.;;Enchantment — Aura;Enchantment;0da4a2a0-4d13-5c8a-bdff-12b67070798e;a563f008-ed9f-5fc4-b6aa-1e68d63cb814;
Matthew D. Wilson;4fbafd13-0cf9-42a1-870d-7f8ea276f140;;;mtgo, paper;default;black;;W;;W;;;25045.0;;;;;;nonfoil, foil;;"""Let my hope be your shield.""";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{W};2.0;Spirit Weaver;46;;;{2}: Target green or blue creature gets +0/+1 until end of turn.;Creature - Human Wizard;;2;10E, INV;;uncommon;;;;10E;;;;Human, Wizard;;{2}: Target green or blue creature gets +0/+1 until end of turn.;1;Creature — Human Wizard;Creature;ae68e914-6896-5ee8-af5f-8ea88f5e0200;;
Glen Angus;7be3b9e4-de9b-4a3d-884e-e67b9681d409;;;mtgo, paper;default;black;;W;;W;;;23972.0;0.05;;;;;nonfoil, foil;;"""The constellations form a tapestry of light that traces my people's broken history. Day and night, I feel their glittering presence calling me to weave the pattern whole.""";;2003;;;;1;1;;;;;;;;1.0;;;;;;;English;normal;;;;{1}{W};2.0;Starlight Invoker;47;;;{7}{W}: You gain 5 life.;Creature - Human Cleric Mutant;;1;10E, LGN;;uncommon;;;;10E;;;;Human, Cleric, Mutant;;{7}{W}: You gain 5 life.;3;Creature — Human Cleric Mutant;Creature;ecf2b08e-7eca-5f13-a9f7-7a915ee259f5;;
Michael Komarck;96a53b95-fe5f-4fbb-9411-ccf4ee150aca;;;mtgo, paper;default;black;;W;;W;;;20374.0;;;;;;nonfoil;;"""Best leave your tongue in its yap-hole, Mercadian scum, for your silvered words and golden bribes do not sparkle so brightly outside your city.""";;2003;;;;0;1;;;;;;;;1.0;;;;;;Vigilance;English;normal;;;;{W}{W};2.0;Steadfast Guard;48;;;Vigilance (Attacking doesn't cause this creature to tap.);Creature - Human Rebel;;2;10E, MMQ;;common;;;;10E;;;;Human, Rebel;;Vigilance (Attacking doesn't cause this creature to tap.);2;Creature — Human Rebel;Creature;c81dca90-b0cf-5ce8-965c-8dbe5a55cc1b;c3b8083a-bbe4-524f-8e90-8b8a493152db;
Michael Komarck;96a53b95-fe5f-4fbb-9411-ccf4ee150aca;;;mtgo, paper;default;black;;W;;W;;;20374.0;;;;;;foil;;"""Best leave your tongue in its yap-hole, Mercadian scum, for your silvered words and golden bribes do not sparkle so brightly outside your city.""";;2003;;;;1;0;;;;;;;;1.0;;;;;;Vigilance;English;normal;;;;{W}{W};2.0;Steadfast Guard;48★;;;;;;2;10E, MMQ;;common;;;;10E;;;;Human, Rebel;;Vigilance (Attacking doesn't cause this creature to tap.);2;Creature — Human Rebel;Creature;c3b8083a-bbe4-524f-8e90-8b8a493152db;c81dca90-b0cf-5ce8-965c-8dbe5a55cc1b;
